Account Name,Street,City,State or Province,Postal Code,Country,Latitude,Longitude,Phone,Annual Revenue,Number of Employees,Account Owner,AccountID,Industry Lookup,Territory,Region,AccountSeq,IndustrySeq,AccountOwnerSeq,Industry,Account Number
Ortiz-Kerluke,6 Division Drive,Paris La Défense,A8,92901 CEDEX,France,48.892701,2.233089,496-921-9615,42000000,9200,Anne Weiler,c55faa79-e31e-eb11-a814-000d3a9c7ff2,Restaurants,France,EMEA,1059,39,12,Restaurants,AN-100060
Bogisich-Treutel,438 Jay Trail,Coronel,,,Chile,-37.0340769,-73.1404838,+56-829-631-1228,158000000,7900,Greg Winston,8d97f701-f11e-eb11-a814-000d3a9c7ff2,n/a,Chile,LATAM,1061,0,13,n/a,AN-100062
Abbott Group  (Vietnam),5 Old Gate Park,Chengguan,,,China,29.654838,91.140552,+86-487-824-1480,6000000,8000,Renee Lo,2a92230d-dd1e-eb11-a814-000d3a9c7ff2,Major Pharmaceuticals,China,APAC,1063,22,6,Major Pharmaceuticals,AN-100064
"Rolfson, Quitzon and King",050 Aberg Junction,Montpellier,A9,34964 CEDEX 2,France,47.3752386,-0.8453268,562-526-3012,100000000,9800,Anne Weiler,a8c43bf4-f11e-eb11-a814-000d3a9c7ff2,Oilfield Services/Equipment,France,EMEA,1065,29,12,Oilfield Services/Equipment,AN-100066
"Abbott Inc and Sons (Houston, Texas)",6586 Tennessee Court,Hacienda La Calera,,,Chile,-32.78333,-71.21667,+56-700-801-4698,60000000,3000,Greg Winston,c8896d78-f41e-eb11-a814-000d3a9c7ff2,Life Insurance,Chile,LATAM,1068,19,13,Life Insurance,AN-100069
"Aufderhar-Fisher (Barrhead, Canada)",28080 Hoard Alley,Villarrica,,,Chile,-39.2820124,-72.2307798,+56-153-277-8466,36000000,2200,Greg Winston,9b69aa79-e31e-eb11-a814-000d3a9c7ff2,Telecommunications Equipment,Chile,LATAM,1073,42,13,Telecommunications Equipment,AN-100074
"Abbott Inc and Sons (Bradenton, Florida)",69 Manley Pass,Quillota,,,Chile,-32.8803027,-71.2497156,+56-962-268-8590,26000000,1500,Greg Winston,a0ebaa38-f41e-eb11-a814-000d3a9c7ff2,Industrial Machinery/Components,Chile,LATAM,1078,16,13,Industrial Machinery/Components,AN-100079
"Hintz Group (Huntington, West Virginia)",86200 Mockingbird Terrace,Guachucal,,524588,Colombia,1.003696,-77.7565925,+57-492-830-6116,57000000,8500,Sanjay Shah,f675f9d1-f41e-eb11-a814-000d3a9c7ff2,Home Furnishings,Colombia,LATAM,1080,14,8,Home Furnishings,AN-100081
"Lesch-Abshire (Des Moines, Iowa)",6 Jenifer Avenue,Lower Hutt,,5042,New Zealand,-41.2219337,174.8714559,+64-120-272-8705,26000000,1500,Renee Lo,9da9f2c9-e21e-eb11-a814-000d3a9c7ff2,n/a,New Zealand,APAC,1081,0,6,n/a,AN-100082
"Keeling and Sons (Paris 10, France)",486 Corry Crossing,Cornwall,PE,L4E,Canada,46.22652,-63.21809,+1-196-202-3327,46000000,4000,Alan Steiner,d55f37a2-f41e-eb11-a814-000d3a9c7ff2,Medical/Dental Instruments,Canada,North America,1083,25,10,Medical/Dental Instruments,AN-100084
Hahn-Graham,7 Melby Pass,Sainte-Thérèse,QC,J7G,Canada,45.6181396,-73.8394482,+1-295-296-0632,106000000,9200,Alan Steiner,a59d94f0-eb1e-eb11-a814-000d3a9c7ff2,Oil & Gas Production,Canada,North America,1085,27,10,Oil & Gas Production,AN-100086
"Abbott Inc and Sons (Orlando, Florida)",98 Mendota Pass,Carquefou,B5,44474 CEDEX,France,47.2990712,-1.5086685,366-950-8571,88000000,1700,Anne Weiler,a7fa071e-f21e-eb11-a814-000d3a9c7ff2,Recreational Products/Toys,France,EMEA,1090,38,12,Recreational Products/Toys,AN-100091
Kuvalis-O'Hara,581 Comanche Court,Whitehorse,YT,Y1A,Canada,60.7610412,-135.1742264,+1-508-501-7521,74000000,6300,Alan Steiner,f2ada27f-e31e-eb11-a814-000d3a9c7ff2,Oilfield Services/Equipment,Canada,North America,1095,29,10,Oilfield Services/Equipment,AN-100096
"Grant Group (Palaiseau, France)",202 Ruskin Plaza,Hejiaping,,,China,30.60215,110.836537,+86-734-863-4699,7000000,7500,Renee Lo,c2a411b2-e21e-eb11-a814-000d3a9c7ff2,Major Pharmaceuticals,China,APAC,1096,22,6,Major Pharmaceuticals,AN-100097
"Ziemann, Stark and Abbott",3 Meadow Valley Street,Val-d'Or,QC,J9P,Canada,48.1041936,-77.7963772,+1-447-873-5287,144000000,3400,Alan Steiner,fffa7b9d-e31e-eb11-a814-000d3a9c7ff2,n/a,Canada,North America,1099,0,10,n/a,AN-100100
Abbott Inc and Sons  (Papua New Guinea),28709 Talmadge Park,Phu Kradueng,,42180,Thailand,16.9023422,101.7523854,+66-260-517-9200,10000000,3200,Renee Lo,357c91ff-dd1e-eb11-a814-000d3a9c7ff2,Investment Managers,Thailand,APAC,1102,18,6,Investment Managers,AN-100103
"Robel, Hoeger and Walker",67677 Eastwood Parkway,Piedras,,730507,Colombia,4.54304,-74.878165,+57-613-461-4057,75000000,7900,Sanjay Shah,3af2271f-e61e-eb11-a814-000d3a9c7ff2,n/a,Colombia,LATAM,1104,0,8,n/a,AN-100105
"Powlowski and Sons (Detroit, Michigan)",0 Shoshone Trail,Cholet,B5,49321 CEDEX,France,47.0615944,-0.8816138,716-928-3614,24000000,9200,Anne Weiler,b0e7a310-f71e-eb11-a814-000d3a9c7ff2,Packaged Foods,France,EMEA,1107,32,12,Packaged Foods,AN-100108
"Boehm LLC (Pittsburgh, Pennsylvania)",2 Manufacturers Road,Pereira,,660017,Colombia,4.8087174,-75.690601,+57-336-239-9377,23000000,2800,Sanjay Shah,df4c1994-e21e-eb11-a814-000d3a9c7ff2,Forest Products,Colombia,LATAM,1108,13,8,Forest Products,AN-100109
Goyette-Graham,10500 Leroy Parkway,Ibagué,,730019,Colombia,4.5120691,-75.2245693,+57-438-794-2158,133000000,2600,Sanjay Shah,29690dac-e21e-eb11-a814-000d3a9c7ff2,Major Banks,Colombia,LATAM,1109,20,8,Major Banks,AN-100110
"Grimes Inc (Dundrum, Ireland)",883 Autumn Leaf Street,Orito,,862008,Colombia,0.66643,-76.87192,+57-949-106-6207,89000000,1800,Sanjay Shah,36138b75-f51e-eb11-a814-000d3a9c7ff2,Integrated oil Companies,Colombia,LATAM,1116,17,8,Integrated oil Companies,AN-100117
Reichel-Powlowski,9 Orin Hill,Clichy,A8,92119 CEDEX,France,48.9089753,2.3011787,550-311-5659,178000000,7300,Anne Weiler,6b2c15a6-e21e-eb11-a814-000d3a9c7ff2,Precious Metals,France,EMEA,1122,34,12,Precious Metals,AN-100123
Abbott Inc and Sons  (Virginia),2571 Glendale Point,Bordeaux,97,33801 CEDEX,France,45.697904,0.964671,487-999-4670,50000000,2700,Anne Weiler,bdfae802-ed1e-eb11-a814-000d3a9c7ff2,Home Furnishings,France,EMEA,1124,14,12,Home Furnishings,AN-100125
"Ferry-Gusikowski (Nice, France)",390 Trailsway Place,Eaubonne,A8,95604 CEDEX,France,48.9897895,2.2868727,402-435-9083,25000000,9300,Anne Weiler,c3f19ce4-eb1e-eb11-a814-000d3a9c7ff2,Medical/Nursing Services,France,EMEA,1126,26,12,Medical/Nursing Services,AN-100127
"Predovic Inc (Gary, Indiana)",87 Londonderry Center,Takarazuka,,666-0137,Japan,34.5521789,136.5175749,+81-128-429-7163,86000000,3200,Renee Lo,b78e7217-de1e-eb11-a814-000d3a9c7ff2,Property-Casualty Insurers,Japan,APAC,1136,35,6,Property-Casualty Insurers,AN-100137
"Lemke-Ruecker (Des Moines, Iowa)",83 Mifflin Junction,Sedan,A4,08209 CEDEX,France,49.7052493,4.9404055,192-495-7267,53000000,3700,Anne Weiler,4fc18329-f01e-eb11-a814-000d3a9c7ff2,Industrial Machinery/Components,France,EMEA,1138,16,12,Industrial Machinery/Components,AN-100139
"Erdman LLC (Rathnew, Ireland)",3850 Daystar Park,Thiers,98,63304 CEDEX,France,45.85029,3.53936,107-858-0555,62000000,9800,Anne Weiler,e4dbbda8-f61e-eb11-a814-000d3a9c7ff2,Restaurants,France,EMEA,1142,39,12,Restaurants,AN-100143
"Lockman and Sons (Houston, Texas)",78500 Clemons Way,El Zulia,,545518,Colombia,7.9980992,-72.63877,+57-860-300-6338,75000000,1600,Sanjay Shah,dc9d617f-e41e-eb11-a814-000d3a9c7ff2,Telecommunications Equipment,Colombia,LATAM,1143,42,8,Telecommunications Equipment,AN-100144
Gerhold-Gleason,12912 Huxley Junction,Kawasaki,,999-3145,Japan,38.1536393,140.266785,+81-693-170-2608,158000000,8100,Renee Lo,36daa71c-f31e-eb11-a814-000d3a9c7ff2,n/a,Japan,APAC,1144,0,6,n/a,AN-100145
"Roob, Schneider and Spencer",0 Florence Court,Socorro,,683558,Colombia,6.4360112,-73.28833,+57-696-989-9529,59000000,2100,Sanjay Shah,2e735964-f31e-eb11-a814-000d3a9c7ff2,EDP Services,Colombia,LATAM,1146,10,8,EDP Services,AN-100147
"McGlynn, King and Gerlach",1 Spaight Lane,San Carlos,,232517,Colombia,8.797145,-75.698571,+57-607-849-3986,23000000,2800,Sanjay Shah,dbd152e3-e61e-eb11-a814-000d3a9c7ff2,"Computer Software: Programming, Data Processing",Colombia,LATAM,1149,8,8,"Computer Software: Programming, Data Processing",AN-100150
"Bednar, Kulas and Denesik",457 Rieder Place,Pantin,A8,93504 CEDEX,France,45.7608815,4.26286,372-593-5450,33000000,8700,Anne Weiler,b316d124-f81e-eb11-a814-000d3a9c7ff2,Integrated oil Companies,France,EMEA,1150,17,12,Integrated oil Companies,AN-100151
"Padberg, Wunsch and Greenholt",110 Hoard Drive,Altkirch,C1,68134 CEDEX,France,47.620391,7.243036,820-791-1594,189000000,6100,Anne Weiler,d8c6dc90-f61e-eb11-a814-000d3a9c7ff2,n/a,France,EMEA,1151,0,12,n/a,AN-100152
Abbott LLC  (Tennessee),4 Toban Park,Roissy Charles-de-Gaulle,A8,95974 CEDEX 2,France,48.989038,2.513543,214-762-8289,86000000,7500,Anne Weiler,ce2e14ef-f71e-eb11-a814-000d3a9c7ff2,Major Chemicals,France,EMEA,1152,21,12,Major Chemicals,AN-100153
"Bernhard and Sons (New York City, New York)",1 Scott Trail,Creil,B6,60315 CEDEX 5,France,49.243003,2.510652,663-959-7915,39000000,2100,Anne Weiler,c8f2e3a7-e51e-eb11-a814-000d3a9c7ff2,Recreational Products/Toys,France,EMEA,1155,38,12,Recreational Products/Toys,AN-100156
"Weimann, Streich and Harber",150 Hansons Court,Angers,B5,49033 CEDEX 01,France,48.8693156,2.3501981,496-475-7754,20000000,5100,Anne Weiler,6fb1ba26-ed1e-eb11-a814-000d3a9c7ff2,n/a,France,EMEA,1156,0,12,n/a,AN-100157
"Harris, Goldner and Hills",5470 Hanson Street,Belfort,A6,90009 CEDEX,France,47.484145,6.923811,426-958-5967,72000000,7400,Anne Weiler,2eecaa38-f41e-eb11-a814-000d3a9c7ff2,Recreational Products/Toys,France,EMEA,1157,38,12,Recreational Products/Toys,AN-100158
Abbott LLC  (Georgia),711 North Pass,Laval,B5,53080 CEDEX 9,France,48.0762327,-0.7609009,426-773-8761,96000000,9600,Anne Weiler,8a5a5859-ef1e-eb11-a814-000d3a9c7ff2,Telecommunications Equipment,France,EMEA,1159,42,12,Telecommunications Equipment,AN-100160
"Bogan-O'Kon (Funabashi, Japan)",9 Lotheville Hill,Nandayure,,50904,Costa Rica,10.0307694,-85.2294397,+506-125-309-2880,50000000,2700,Sanjay Shah,62831067-f61e-eb11-a814-000d3a9c7ff2,Oilfield Services/Equipment,Costa Rica,LATAM,1160,29,8,Oilfield Services/Equipment,AN-100161
"Abbott LLC (Harrisburg, Pennsylvania)",112 Clove Street,Lyon,B9,69303 CEDEX 07,France,45.7397125,4.8372255,206-543-9813,57000000,7900,Anne Weiler,2d0abd2e-f91e-eb11-a814-000d3a9c7ff2,Air Freight/Delivery Services,France,EMEA,1163,1,12,Air Freight/Delivery Services,AN-100164
"Abbott LLC (Pittsburgh, Pennsylvania)",8285 1st Street,Istres,B8,13807 CEDEX,France,43.4988397,4.9789041,985-197-3372,38000000,5700,Anne Weiler,1bb3f0ec-f81e-eb11-a814-000d3a9c7ff2,Food Distributors,France,EMEA,1166,12,12,Food Distributors,AN-100167
"Abbott LLC (Lancaster, Pennsylvania)",88261 Melvin Trail,Köln,NW,50733,Germany,50.9648271,6.9538234,+49-521-237-9080,57000000,7900,Anne Weiler,b34fbe70-e11e-eb11-a814-000d3a9c7ff2,Computer Software: Prepackaged Software,Germany,EMEA,1167,7,12,Computer Software: Prepackaged Software,AN-100168
"Lebsack LLC (Saint-Fargeau-Ponthierry, France)",7801 Chinook Plaza,Berlin,BE,12559,Germany,52.416925,13.6492904,488-632-9142,87000000,3800,Anne Weiler,077e43ee-f11e-eb11-a814-000d3a9c7ff2,Clothing/Shoe/Accessory Stores,Germany,EMEA,1168,5,12,Clothing/Shoe/Accessory Stores,AN-100169
"Corwin Inc (Sukumo, Japan)",4927 Reinke Street,Hamburg,HH,22111,Germany,53.5483785,10.078217,341-805-2095,16000000,6000,Anne Weiler,5b53ccd5-ef1e-eb11-a814-000d3a9c7ff2,"Computer Software: Programming, Data Processing",Germany,EMEA,1170,8,12,"Computer Software: Programming, Data Processing",AN-100171
"Tremblay Inc (Vitry-sur-Seine, France)",565 Messerschmidt Drive,Wuppertal,NW,42285,Germany,51.256002,7.1736304,224-477-4508,41000000,2000,Anne Weiler,6e87ebc3-de1e-eb11-a814-000d3a9c7ff2,Hospital/Nursing Management,Germany,EMEA,1171,15,12,Hospital/Nursing Management,AN-100172
Fay-Ebert,62296 5th Hill,Saarbrücken,SL,66119,Germany,49.2088164,7.0075837,802-891-4728,42000000,4400,Anne Weiler,8ad3ccb9-e51e-eb11-a814-000d3a9c7ff2,Telecommunications Equipment,Germany,EMEA,1172,42,12,Telecommunications Equipment,AN-100173
Corkery-Reinger,39588 Haas Road,Stykkishólmur,,340,Iceland,65.0775016,-22.7234818,+354-570-728-7607,177000000,1900,Anne Weiler,0e6e868d-f51e-eb11-a814-000d3a9c7ff2,Major Chemicals,Iceland,EMEA,1174,21,12,Major Chemicals,AN-100175
"Abbott LLC (Philadelphia, Pennsylvania)",70 Gulseth Alley,Ridderkerk,11,2989,Netherlands,51.8530202,4.6175276,+31-734-720-3386,122000000,9100,Anne Weiler,fffffc00-f81e-eb11-a814-000d3a9c7ff2,Major Pharmaceuticals,Netherlands,EMEA,1176,22,12,Major Pharmaceuticals,AN-100177
"Gleason-Kessler (Pentre, United Kingdom)",6219 Hagan Terrace,Priozërsk,,188760,Russia,61.0390194,30.1341099,+7-247-844-9066,176000000,7600,Anne Weiler,98169f05-f01e-eb11-a814-000d3a9c7ff2,Medical/Nursing Services,Russia,EMEA,1177,26,12,Medical/Nursing Services,AN-100178
Abbott LLC  (Illinois),10707 Nevada Street,Clanwilliam,,8138,South Africa,-25.8700559,28.158466,+27-607-246-7148,28000000,9600,Anne Weiler,7b8c9a69-f51e-eb11-a814-000d3a9c7ff2,Business Services,South Africa,EMEA,1178,4,12,Business Services,AN-100179
Grimes-Bailey,77542 Calypso Crossing,Göteborg,O,411 10,Sweden,57.7040021,11.9696406,+46-493-971-9974,176000000,2700,Anne Weiler,835f7a11-de1e-eb11-a814-000d3a9c7ff2,Real Estate Investment Trusts,Sweden,EMEA,1179,37,12,Real Estate Investment Trusts,AN-100180
Morissette-Herzog,8 Carpenter Crossing,Umm al Qaywayn,,,United Arab Emirates,25.5204824,55.7133909,957-337-9753,85000000,3900,Anne Weiler,b4dd8d2e-f71e-eb11-a814-000d3a9c7ff2,Major Chemicals,United Arab Emirates,EMEA,1180,21,12,Major Chemicals,AN-100181
Abbott LLC  (Solomon Islands),322 Larry Hill,Merton,ENG,SW19,United Kingdom,51.4255297,-0.2050566,+44-186-709-0273,95000000,4300,Anne Weiler,f38391ff-dd1e-eb11-a814-000d3a9c7ff2,Major Pharmaceuticals,United Kingdom,EMEA,1183,22,12,Major Pharmaceuticals,AN-100184
Abbott LLC  (Oregon),3327 Thierer Parkway,Walton,ENG,CV35,United Kingdom,52.177639,-1.585418,+44-908-529-4813,190000000,7100,Anne Weiler,ad2cca22-f91e-eb11-a814-000d3a9c7ff2,Oil/Gas Transmission,United Kingdom,EMEA,1184,28,12,Oil/Gas Transmission,AN-100185
Abbott LLC  (Kentucky),950 Westport Way,Samayac,,10009,Guatemala,14.5802198,-91.4656296,+502-660-273-1179,59000000,2100,Sanjay Shah,2ccb63d5-e41e-eb11-a814-000d3a9c7ff2,n/a,Guatemala,LATAM,1186,0,8,n/a,AN-100187
"Jenkins-Bayer (Houston, Texas)",59634 Magdeline Point,London,ENG,W1F,United Kingdom,51.5136143,-0.1365486,+44-454-846-0153,45000000,2400,Anne Weiler,67999055-e41e-eb11-a814-000d3a9c7ff2,Real Estate Investment Trusts,United Kingdom,EMEA,1187,37,12,Real Estate Investment Trusts,AN-100188
Koch-McClure,562 Mcguire Alley,Milton,SCT,AB56,United Kingdom,57.6727414,-2.955445,+44-245-982-2530,165000000,5500,Anne Weiler,bf4fb68b-e41e-eb11-a814-000d3a9c7ff2,Life Insurance,United Kingdom,EMEA,1188,19,12,Life Insurance,AN-100189
"Harvey Inc (La Roche-sur-Yon, France)",4507 Leroy Drive,Walton,ENG,CV35,United Kingdom,52.177639,-1.585418,+44-224-920-7209,180000000,9700,Anne Weiler,7f3f14ef-f71e-eb11-a814-000d3a9c7ff2,Major Pharmaceuticals,United Kingdom,EMEA,1189,22,12,Major Pharmaceuticals,AN-100190
Roberts-Becker,41147 Elka Alley,Pentre,WLS,SY4,United Kingdom,52.753093,-2.941678,+44-865-468-2259,69000000,7600,Anne Weiler,169a9d7b-f51e-eb11-a814-000d3a9c7ff2,n/a,United Kingdom,EMEA,1190,0,12,n/a,AN-100191
"Johnston LLC (Trondheim, Norway)",79 Welch Crossing,Belfast,NIR,BT2,United Kingdom,54.5940619,-5.9308088,781-877-9475,30000000,4000,Anne Weiler,e3d871ca-f11e-eb11-a814-000d3a9c7ff2,Major Pharmaceuticals,United Kingdom,EMEA,1191,22,12,Major Pharmaceuticals,AN-100192
"Kshlerin-Little (Takahama, Japan)",41889 Ilene Avenue,El Quetzal,,12020,Guatemala,14.6213127,-90.5500942,+502-106-136-2038,176000000,2700,Sanjay Shah,a191a53e-f41e-eb11-a814-000d3a9c7ff2,Medical Specialities,Guatemala,LATAM,1192,24,8,Medical Specialities,AN-100193
"Kris and Sons (Denver, Colorado)",210 Old Shore Pass,Alcaldedíaz,,,Panama,9.1169815,-79.5715822,+507-295-588-3293,99000000,2300,Sanjay Shah,cad56441-f01e-eb11-a814-000d3a9c7ff2,Oil & Gas Production,Panama,LATAM,1194,27,8,Oil & Gas Production,AN-100195
"Davis Group (Bobigny, France)",993 Macpherson Junction,Brisbane,QLD,9010,Australia,-27.4697707,153.0251235,508-684-6697,91000000,4500,Renee Lo,c4bbeba1-e51e-eb11-a814-000d3a9c7ff2,Automotive Aftermarket,Australia,APAC,1197,2,6,Automotive Aftermarket,AN-100198
Abbott LLC  (Texas),657 Swallow Parkway,London,ENG,EC1V,United Kingdom,51.5267946,-0.0983812,632-154-8067,29000000,8200,Anne Weiler,a4f7b4b0-ed1e-eb11-a814-000d3a9c7ff2,Hospital/Nursing Management,United Kingdom,EMEA,1199,15,12,Hospital/Nursing Management,AN-100200
"Conn LLC (Parksville, Canada)",13200 Jay Junction,Stapleford,ENG,LN6,United Kingdom,53.10672,-0.687802,466-147-9437,64000000,9200,Anne Weiler,1dc2eaf8-f81e-eb11-a814-000d3a9c7ff2,Oil & Gas Production,United Kingdom,EMEA,1201,27,12,Oil & Gas Production,AN-100202
"Abbott, Beatty and Wilderman",0 Northwestern Way,Osoyoos,BC,N9V,Canada,49.03306,-119.45237,458-321-6652,190000000,7100,Alan Steiner,1540c9c5-e51e-eb11-a814-000d3a9c7ff2,Clothing/Shoe/Accessory Stores,Canada,North America,1209,5,10,Clothing/Shoe/Accessory Stores,AN-100210
"Abbott, Beatty and Zboncak",39 Waxwing Plaza,Aberdeen,SCT,AB39,United Kingdom,56.968436,-2.2508745,517-743-7138,99000000,5400,Anne Weiler,2d6143ef-e61e-eb11-a814-000d3a9c7ff2,Restaurants,United Kingdom,EMEA,1210,39,12,Restaurants,AN-100211
"Abbott, Beier and Torp",43803 Charing Cross Alley,Colón,,,Panama,9.359302,-79.8998608,+507-398-537-2228,48000000,2200,Sanjay Shah,52a8ba26-ed1e-eb11-a814-000d3a9c7ff2,Transportation Services,Panama,LATAM,1211,43,8,Transportation Services,AN-100212
"Abbott, Bernhard and McKenzie",5381 Haas Hill,Lévis,QC,G6W,Canada,46.7530428,-71.2196569,144-293-1315,177000000,1900,Alan Steiner,d2797940-f31e-eb11-a814-000d3a9c7ff2,Restaurants,Canada,North America,1215,39,10,Restaurants,AN-100216
"Abbott, Boehm and Kutch",5550 Hallows Court,Lac La Biche,AB,E1W,Canada,54.7669,-111.96861,940-978-6396,39000000,5200,Alan Steiner,bf57e554-e61e-eb11-a814-000d3a9c7ff2,Savings Institutions,Canada,North America,1217,40,10,Savings Institutions,AN-100218
"Abbott, Boehm and Orn",6 Twin Pines Alley,Guararé,,,Panama,7.8086531,-80.2711588,+507-943-582-7947,46000000,1600,Sanjay Shah,3f91b142-f81e-eb11-a814-000d3a9c7ff2,Computer Software: Prepackaged Software,Panama,LATAM,1218,7,8,Computer Software: Prepackaged Software,AN-100219
"Abbott, Botsford and Rempel",273 Sheridan Lane,Omemee,ON,V1E,Canada,44.29897,-78.55989,304-509-0097,92000000,8000,Alan Steiner,b2dd633b-e71e-eb11-a814-000d3a9c7ff2,Real Estate Investment Trusts,Canada,North America,1219,37,10,Real Estate Investment Trusts,AN-100220
"Abbott, Breitenberg and Hickle",64 Kingsford Pass,Strathmore,AB,T1P,Canada,51.0376583,-113.3992725,777-100-3322,96000000,10000,Alan Steiner,b40e5e84-f41e-eb11-a814-000d3a9c7ff2,Property-Casualty Insurers,Canada,North America,1222,35,10,Property-Casualty Insurers,AN-100223
"Abbott, Breitenberg and Schoen",0 Dayton Alley,Río Alejandro,,,Panama,9.3733566,-79.7890462,+507-353-330-8118,48000000,2200,Sanjay Shah,e17ad4b3-e51e-eb11-a814-000d3a9c7ff2,Oilfield Services/Equipment,Panama,LATAM,1223,29,8,Oilfield Services/Equipment,AN-100224
"Abbott, Conroy and Torp",69010 Calypso Alley,San Isidro,NLE,64103,Mexico,25.7232439,-100.3671389,670-398-8345,90000000,9600,Molly Clark,72178e87-f51e-eb11-a814-000d3a9c7ff2,Hospital/Nursing Management,Mexico,North America,1226,15,1,Hospital/Nursing Management,AN-100227
"Abbott, Corkery and Marks",8 Birchwood Way,La Cruz,JAL,47707,Mexico,23.9211737,-106.8915948,917-993-4683,95000000,6400,Molly Clark,00c48905-de1e-eb11-a814-000d3a9c7ff2,Property-Casualty Insurers,Mexico,North America,1227,35,1,Property-Casualty Insurers,AN-100228
"Abbott, Cruickshank and Kreiger",444 Hayes Drive,Timmins,ON,P4P,Canada,48.4980698,-81.3463468,871-568-7926,156000000,4400,Alan Steiner,cfc3eba1-e51e-eb11-a814-000d3a9c7ff2,Restaurants,Canada,North America,1228,39,10,Restaurants,AN-100229
"Abbott, Cummings and Schamberger",6066 Fuller Pass,Mont-Tremblant,QC,J8E,Canada,46.1223915,-74.5838514,297-703-9088,36000000,2200,Alan Steiner,54cf2b83-ef1e-eb11-a814-000d3a9c7ff2,Ordnance And Accessories,Canada,North America,1230,30,10,Ordnance And Accessories,AN-100231
"Abbott, Cummings and Schiller",0 American Way,Tambobamba,,,Peru,-13.945728,-72.1756733,+51-335-543-0389,39000000,2100,Sanjay Shah,2cfb9ce4-eb1e-eb11-a814-000d3a9c7ff2,Major Banks,Peru,LATAM,1231,20,8,Major Banks,AN-100232
"Abbott, Dooley and Prohaska",928 Badeau Terrace,Las Animas,GRO,39280,Mexico,19.2558715,-99.0165468,758-288-6146,106000000,9200,Molly Clark,a2d46441-f01e-eb11-a814-000d3a9c7ff2,Oilfield Services/Equipment,Mexico,North America,1235,29,1,Oilfield Services/Equipment,AN-100236
"Abbott, Dooley and Senger",6879 Kensington Junction,Summerside,PE,C1N,Canada,46.4027492,-63.7716391,592-618-4518,76000000,6600,Alan Steiner,dc9b94f0-eb1e-eb11-a814-000d3a9c7ff2,Hospital/Nursing Management,Canada,North America,1236,15,10,Hospital/Nursing Management,AN-100237
"Abbott, Durgan and Wintheiser",033 Ohio Drive,Mount Pearl,NL,A1N,Canada,47.5206407,-52.8076818,191-176-5821,74000000,9300,Alan Steiner,8d89fc42-e61e-eb11-a814-000d3a9c7ff2,Recreational Products/Toys,Canada,North America,1238,38,10,Recreational Products/Toys,AN-100239
"Abbott, Ebert and Moen",893 Sloan Park,Ashcroft,BC,L0R,Canada,50.72372,-121.28207,466-210-9588,173000000,6300,Alan Steiner,d51cde18-f81e-eb11-a814-000d3a9c7ff2,Life Insurance,Canada,North America,1240,19,10,Life Insurance,AN-100241
"Abbott, Effertz and Dicki",9715 Carpenter Circle,Los Fresnos,GUA,36750,Mexico,20.9455701,-101.4423451,145-708-7902,97000000,4000,Molly Clark,0706c90a-f51e-eb11-a814-000d3a9c7ff2,Medical/Dental Instruments,Mexico,North America,1241,25,1,Medical/Dental Instruments,AN-100242
"Abbott, Effertz and Kirlin",31 Linden Parkway,San Isidro,VER,94723,Mexico,19.482042,-99.1985584,921-346-9443,75000000,7300,Molly Clark,3f9c2fa8-f41e-eb11-a814-000d3a9c7ff2,Major Chemicals,Mexico,North America,1243,21,1,Major Chemicals,AN-100244
"Abbott, Farrell and Zieme",75604 Evergreen Way,Dorchester,ON,E4K,Canada,45.900828,-64.5169467,619-706-6934,74000000,6300,Alan Steiner,8fae5adc-f11e-eb11-a814-000d3a9c7ff2,Property-Casualty Insurers,Canada,North America,1245,35,10,Property-Casualty Insurers,AN-100246
"Abbott, Feil and Denesik",5 Clove Place,Meadow Lake,SK,S9X,Canada,54.1212091,-108.4295552,383-436-0398,7000000,7500,Alan Steiner,3a3d3b77-ef1e-eb11-a814-000d3a9c7ff2,Air Freight/Delivery Services,Canada,North America,1246,1,10,Air Freight/Delivery Services,AN-100247
"Abbott, Frami and Brown",99193 Ridgeview Place,Aston,ENG,TF6,United Kingdom,52.684744,-2.569913,735-631-7154,36000000,7400,Anne Weiler,a5cb4ed7-f61e-eb11-a814-000d3a9c7ff2,Life Insurance,United Kingdom,EMEA,1248,19,12,Life Insurance,AN-100249
"Abbott, Friesen and Breitenberg",7277 Utah Circle,Victoria,BC,V9A,Canada,48.4373686,-123.4112839,414-315-2628,144000000,3400,Alan Steiner,c6204df6-f31e-eb11-a814-000d3a9c7ff2,Packaged Foods,Canada,North America,1249,32,10,Packaged Foods,AN-100250
"Abbott, Funk and Feest",4183 Shasta Avenue,Grand Bank,NL,E8K,Canada,47.09995,-55.76504,480-279-1444,87000000,9400,Alan Steiner,c1366f9f-f51e-eb11-a814-000d3a9c7ff2,Diversified Commercial Services,Canada,North America,1250,9,10,Diversified Commercial Services,AN-100251
"Abbott, Gleichner and Leuschke",52 Mallory Street,Normandin,QC,G0H,Canada,48.83328,-72.53209,245-904-1590,10000000,3200,Alan Steiner,e4a1c3c6-eb1e-eb11-a814-000d3a9c7ff2,Ordnance And Accessories,Canada,North America,1252,30,10,Ordnance And Accessories,AN-100253
"Abbott, Gottlieb and Bergnaum",50 Vera Plaza,Sydney,NSW,1171,Australia,-33.863927,151.201887,246-638-2958,48000000,1800,Renee Lo,4c22a2b4-f31e-eb11-a814-000d3a9c7ff2,Water Supply,Australia,APAC,1254,44,6,Water Supply,AN-100255
